NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
14	8	4	YES	0.0001311
14	8	4	YES	0.0000656
14	8	5	YES	0.0004104
14	8	4	YES	0.0002494
14	8	4	YES	0.0001375
14	8	4	YES	0.0001510
14	8	4	YES	0.0000652
14	8	5	YES	0.0001881
14	8	4	YES	0.0002049
14	8	4	YES	0.0001756
14	8	4	YES	0.0001358
14	8	4	YES	0.0000813
14	8	4	YES	0.0001209
14	8	4	YES	0.0001218
14	8	4	YES	0.0000804
14	8	4	YES	0.0000561
14	8	4	YES	0.0001298
14	8	5	YES	0.0001936
14	8	4	YES	0.0003015
14	8	4	YES	0.0000884
14	8	5	YES	0.0002633
14	8	4	YES	0.0002386
14	8	5	YES	0.0003106
14	8	4	YES	0.0001077
14	8	4	YES	0.0000721
14	8	4	YES	0.0000987
14	8	4	YES	0.0001680
14	8	4	YES	0.0001416
14	8	4	YES	0.0000797
14	8	4	YES	0.0000819
14	8	4	YES	0.0001839
14	8	4	YES	0.0001638
14	8	5	YES	0.0003645
14	8	0	NO	16.3553281
14	8	0	NO	17.2225814
14	8	4	YES	0.0000801
14	8	4	YES	0.0000776
14	8	5	YES	0.0002445
14	8	0	NO	17.4417545
14	8	4	YES	0.0000747
14	8	0	NO	17.6535084
14	8	4	YES	0.0001796
14	8	4	YES	0.0000327
14	8	4	YES	0.0001717
14	8	0	NO	18.7479328
14	8	4	YES	0.0001157
14	8	5	YES	0.0002529
14	8	5	YES	0.0002178
14	8	0	NO	18.9452428
14	8	5	YES	0.0001612
14	8	4	YES	0.0000824
14	8	5	YES	0.0001756
14	8	4	YES	0.0000908
14	8	0	NO	19.0195548
14	8	4	YES	0.0001131
14	8	4	YES	0.0001720
14	8	5	YES	0.0001576
14	8	4	YES	0.0001122
14	8	0	NO	23.7653404
14	8	4	YES	0.0001037
14	8	4	YES	0.0001312
14	8	4	YES	0.0001955
14	8	0	NO	24.4505501
14	8	4	YES	0.0001003
14	8	0	NO	17.6934543
14	8	0	NO	16.7618420
14	8	0	NO	16.6154798
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
14	9	4	YES	0.0016856
14	9	5	YES	0.0003629
14	9	4	YES	0.0001168
14	9	4	YES	0.0003367
14	9	4	YES	0.0001594
14	9	4	YES	0.0001972
14	9	4	YES	0.0000562
14	9	4	YES	0.0000744
14	9	4	YES	0.0002844
14	9	4	YES	0.0001113
14	9	4	YES	0.0000986
14	9	4	YES	0.0002561
14	9	4	YES	0.0002514
14	9	4	YES	0.0001134
14	9	5	YES	0.0003117
14	9	4	YES	0.0002937
14	9	5	YES	0.0002041
14	9	4	YES	0.0000594
14	9	4	YES	0.0000790
14	9	5	YES	0.0001633
14	9	4	YES	0.0003555
14	9	4	YES	0.0001969
14	9	4	YES	0.0001499
14	9	4	YES	0.0004059
14	9	4	YES	0.0001505
14	9	5	YES	0.0002083
14	9	5	YES	0.0003550
14	9	5	YES	0.0007807
14	9	4	YES	0.0000498
14	9	4	YES	0.0002284
14	9	4	YES	0.0002009
14	9	5	YES	0.0005365
14	9	4	YES	0.0002573
14	9	4	YES	0.0001136
14	9	4	YES	0.0001016
14	9	4	YES	0.0002506
14	9	4	YES	0.0002646
14	9	4	YES	0.0001349
14	9	5	YES	0.0002433
14	9	4	YES	0.0001875
14	9	4	YES	0.0002448
14	9	4	YES	0.0002111
14	9	4	YES	0.0001200
14	9	5	YES	0.0002738
14	9	0	NO	35.2564695
14	9	4	YES	0.0000923
14	9	4	YES	0.0000763
14	9	0	NO	36.1572078
14	9	5	YES	0.0003430
14	9	4	YES	0.0000435
14	9	4	YES	0.0001799
14	9	0	NO	39.7357956
14	9	0	NO	41.5091651
14	9	5	YES	0.0002392
14	9	0	NO	55.2296771
14	9	4	YES	0.0000656
14	9	0	NO	55.4579197
14	9	0	NO	56.2736796
14	9	0	NO	57.0470171
14	9	4	YES	0.0001061
14	9	0	NO	58.9117675
14	9	0	NO	60.4138247
14	9	0	NO	61.6060878
14	9	4	YES	0.0001331
14	9	0	NO	63.1406573
14	9	5	YES	0.0002022
14	9	0	NO	35.2403978
14	9	0	NO	39.9972077
14	9	0	NO	38.4890866
14	9	4	YES	0.0000331
14	9	4	YES	0.0001281
14	9	0	NO	39.8832734
14	9	0	NO	34.8318712
14	9	5	YES	0.0003640
14	9	4	YES	0.0000437
14	9	0	NO	38.5541617
14	9	5	YES	0.0001646
14	9	4	YES	0.0001423
14	9	0	NO	35.3102225
14	9	5	YES	0.0002096
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
15	1	4	YES	0.0014638
15	1	4	YES	0.0002327
15	1	4	YES	0.0001327
15	1	4	YES	0.0000999
15	1	4	YES	0.0002149
15	1	4	YES	0.0002009
15	1	4	YES	0.0008559
15	1	4	YES	0.0010408
15	1	4	YES	0.0000397
15	1	4	YES	0.0001337
15	1	4	YES	0.0000549
15	1	4	YES	0.0001982
15	1	4	YES	0.0000266
15	1	4	YES	0.0001178
15	1	4	YES	0.0000957
15	1	4	YES	0.0000848
15	1	4	YES	0.0001425
15	1	4	YES	0.0002682
15	1	4	YES	0.0001508
15	1	4	YES	0.0001393
15	1	4	YES	0.0002387
15	1	4	YES	0.0001444
15	1	4	YES	0.0001347
15	1	4	YES	0.0002957
15	1	4	YES	0.0000720
15	1	4	YES	0.0001780
15	1	4	YES	0.0000867
15	1	4	YES	0.0000318
15	1	4	YES	0.0002512
15	1	4	YES	0.0001373
15	1	4	YES	0.0000731
15	1	4	YES	0.0002260
15	1	4	YES	0.0001243
15	1	4	YES	0.0012380
15	1	4	YES	0.0001850
15	1	4	YES	0.0000926
15	1	4	YES	0.0000709
15	1	5	YES	0.0002922
15	1	4	YES	0.0000245
15	1	4	YES	0.0002180
15	1	5	YES	0.0003002
15	1	4	YES	0.0002477
15	1	4	YES	0.0001158
15	1	4	YES	0.0000880
15	1	4	YES	0.0000356
15	1	4	YES	0.0001572
15	1	4	YES	0.0000903
15	1	4	YES	0.0001212
15	1	4	YES	0.0001199
15	1	4	YES	0.0000762
15	1	4	YES	0.0001283
15	1	4	YES	0.0002209
15	1	4	YES	0.0001176
15	1	4	YES	0.0000272
15	1	4	YES	0.0001635
15	1	4	YES	0.0001011
15	1	5	YES	0.0001305
15	1	4	YES	0.0001968
15	1	0	NO	0.0040555
15	1	4	YES	0.0000387
15	1	4	YES	0.0000898
15	1	4	YES	0.0002046
15	1	4	YES	0.0000275
15	1	4	YES	0.0001061
15	1	4	YES	0.0001722
15	1	0	NO	0.0067913
15	1	0	NO	0.0065541
15	1	4	YES	0.0001869
15	1	4	YES	0.0001596
15	1	4	YES	0.0001780
15	1	4	YES	0.0001068
15	1	4	YES	0.0000240
15	1	4	YES	0.0000544
15	1	0	NO	0.0063608
15	1	5	YES	0.0001316
15	1	0	NO	0.0080674
15	1	4	YES	0.0000574
15	1	4	YES	0.0001070
15	1	4	YES	0.0000519
15	1	0	NO	0.0042950
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
15	2	4	YES	0.0004754
15	2	4	YES	0.0001992
15	2	4	YES	0.0004702
15	2	4	YES	0.0001910
15	2	4	YES	0.0000353
15	2	4	YES	0.0000786
15	2	4	YES	0.0000392
15	2	4	YES	0.0000853
15	2	4	YES	0.0001658
15	2	4	YES	0.0000978
15	2	4	YES	0.0000956
15	2	4	YES	0.0001694
15	2	4	YES	0.0002524
15	2	4	YES	0.0000708
15	2	4	YES	0.0001973
15	2	4	YES	0.0002177
15	2	4	YES	0.0001067
15	2	5	YES	0.0002496
15	2	4	YES	0.0000883
15	2	4	YES	0.0001179
15	2	4	YES	0.0002805
15	2	4	YES	0.0001660
15	2	4	YES	0.0000587
15	2	4	YES	0.0000503
15	2	5	YES	0.0006361
15	2	4	YES	0.0000870
15	2	4	YES	0.0001867
15	2	4	YES	0.0001675
15	2	4	YES	0.0002645
15	2	4	YES	0.0000540
15	2	4	YES	0.0000870
15	2	4	YES	0.0000506
15	2	4	YES	0.0000472
15	2	4	YES	0.0001217
15	2	4	YES	0.0001386
15	2	5	YES	0.0001548
15	2	4	YES	0.0000606
15	2	5	YES	0.0002051
15	2	4	YES	0.0001867
15	2	5	YES	0.0002633
15	2	5	YES	0.0003107
15	2	4	YES	0.0000225
15	2	4	YES	0.0001687
15	2	4	YES	0.0001873
15	2	5	YES	0.0002366
15	2	4	YES	0.0001033
15	2	4	YES	0.0000691
15	2	4	YES	0.0001155
15	2	4	YES	0.0000622
15	2	4	YES	0.0000671
15	2	4	YES	0.0002051
15	2	4	YES	0.0001136
15	2	4	YES	0.0001419
15	2	4	YES	0.0001251
15	2	4	YES	0.0000728
15	2	4	YES	0.0001451
15	2	5	YES	0.0002038
15	2	5	YES	0.0003277
15	2	5	YES	0.0002543
15	2	4	YES	0.0000791
15	2	4	YES	0.0001515
15	2	4	YES	0.0001599
15	2	4	YES	0.0001858
15	2	4	YES	0.0000498
15	2	4	YES	0.0000697
15	2	4	YES	0.0000899
15	2	0	NO	0.0674168
15	2	4	YES	0.0001399
15	2	4	YES	0.0000901
15	2	4	YES	0.0000743
15	2	0	NO	0.0743858
15	2	4	YES	0.0000689
15	2	5	YES	0.0002918
15	2	4	YES	0.0001308
15	2	4	YES	0.0000778
15	2	0	NO	0.0752719
15	2	4	YES	0.0000404
15	2	4	YES	0.0001846
15	2	0	NO	0.0513244
15	2	4	YES	0.0000580
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
15	3	4	YES	0.0011505
15	3	4	YES	0.0000386
15	3	4	YES	0.0000617
15	3	4	YES	0.0000654
15	3	4	YES	0.0003580
15	3	4	YES	0.0001038
15	3	4	YES	0.0001129
15	3	4	YES	0.0000763
15	3	4	YES	0.0000662
15	3	5	YES	0.0002289
15	3	4	YES	0.0000721
15	3	4	YES	0.0000897
15	3	4	YES	0.0000840
15	3	4	YES	0.0001355
15	3	5	YES	0.0002289
15	3	4	YES	0.0001442
15	3	4	YES	0.0002690
15	3	4	YES	0.0001730
15	3	4	YES	0.0001510
15	3	4	YES	0.0000236
15	3	4	YES	0.0002089
15	3	4	YES	0.0000657
15	3	4	YES	0.0000544
15	3	4	YES	0.0001602
15	3	4	YES	0.0001592
15	3	4	YES	0.0001339
15	3	4	YES	0.0001610
15	3	4	YES	0.0000797
15	3	4	YES	0.0001493
15	3	4	YES	0.0001248
15	3	4	YES	0.0001177
15	3	4	YES	0.0000656
15	3	4	YES	0.0000438
15	3	4	YES	0.0001814
15	3	4	YES	0.0001439
15	3	5	YES	0.0002182
15	3	4	YES	0.0002461
15	3	4	YES	0.0002815
15	3	4	YES	0.0000447
15	3	4	YES	0.0000516
15	3	4	YES	0.0001415
15	3	4	YES	0.0001150
15	3	4	YES	0.0000490
15	3	4	YES	0.0000593
15	3	4	YES	0.0000342
15	3	4	YES	0.0002624
15	3	4	YES	0.0001994
15	3	4	YES	0.0001638
15	3	4	YES	0.0001421
15	3	4	YES	0.0002030
15	3	4	YES	0.0000302
15	3	4	YES	0.0000519
15	3	4	YES	0.0000746
15	3	4	YES	0.0002751
15	3	4	YES	0.0001194
15	3	4	YES	0.0001984
15	3	5	YES	0.0001258
15	3	5	YES	0.0003166
15	3	4	YES	0.0002639
15	3	5	YES	0.0003977
15	3	5	YES	0.0003371
15	3	4	YES	0.0001670
15	3	4	YES	0.0001756
15	3	4	YES	0.0000586
15	3	4	YES	0.0000812
15	3	4	YES	0.0001465
15	3	4	YES	0.0002542
15	3	4	YES	0.0001239
15	3	0	NO	0.2459138
15	3	4	YES	0.0001518
15	3	5	YES	0.0002984
15	3	0	NO	0.2483722
15	3	4	YES	0.0000369
15	3	0	NO	0.2618035
15	3	5	YES	0.0002391
15	3	4	YES	0.0001185
15	3	0	NO	0.2635372
15	3	4	YES	0.0001478
15	3	0	NO	0.2673754
15	3	0	NO	0.2471021
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
15	4	4	YES	0.0016210
15	4	4	YES	0.0000794
15	4	4	YES	0.0000885
15	4	4	YES	0.0000286
15	4	4	YES	0.0005504
15	4	4	YES	0.0001743
15	4	4	YES	0.0001432
15	4	4	YES	0.0001028
15	4	4	YES	0.0001918
15	4	4	YES	0.0000845
15	4	4	YES	0.0002774
15	4	4	YES	0.0001777
15	4	4	YES	0.0001096
15	4	4	YES	0.0000327
15	4	4	YES	0.0001567
15	4	4	YES	0.0000812
15	4	4	YES	0.0001584
15	4	4	YES	0.0000749
15	4	4	YES	0.0000790
15	4	4	YES	0.0000837
15	4	4	YES	0.0000983
15	4	4	YES	0.0003311
15	4	4	YES	0.0000701
15	4	4	YES	0.0000714
15	4	4	YES	0.0000755
15	4	5	YES	0.0004726
15	4	4	YES	0.0000469
15	4	4	YES	0.0001853
15	4	4	YES	0.0000746
15	4	4	YES	0.0001907
15	4	4	YES	0.0001372
15	4	4	YES	0.0002033
15	4	4	YES	0.0000689
15	4	4	YES	0.0001889
15	4	4	YES	0.0001601
15	4	4	YES	0.0001131
15	4	4	YES	0.0002235
15	4	4	YES	0.0000642
15	4	5	YES	0.0002182
15	4	4	YES	0.0000837
15	4	4	YES	0.0001562
15	4	4	YES	0.0001496
15	4	4	YES	0.0000988
15	4	4	YES	0.0001209
15	4	0	NO	0.7205133
15	4	4	YES	0.0001097
15	4	4	YES	0.0000759
15	4	0	NO	0.7532193
15	4	4	YES	0.0001260
15	4	0	NO	0.8247917
15	4	4	YES	0.0001511
15	4	4	YES	0.0000597
15	4	0	NO	0.8452987
15	4	5	YES	0.0001909
15	4	4	YES	0.0000938
15	4	0	NO	0.8587245
15	4	4	YES	0.0001746
15	4	4	YES	0.0002344
15	4	0	NO	0.8797855
15	4	5	YES	0.0002419
15	4	4	YES	0.0001638
15	4	4	YES	0.0001383
15	4	0	NO	0.9259114
15	4	5	YES	0.0001685
15	4	4	YES	0.0001029
15	4	4	YES	0.0001454
15	4	4	YES	0.0001149
15	4	0	NO	0.9531917
15	4	0	NO	0.9693612
15	4	5	YES	0.0002039
15	4	4	YES	0.0001123
15	4	0	NO	1.0352884
15	4	4	YES	0.0001194
15	4	4	YES	0.0000966
15	4	5	YES	0.0002077
15	4	5	YES	0.0001730
15	4	0	NO	0.7489863
15	4	0	NO	0.5969369
15	4	4	YES	0.0001007
15	4	0	NO	0.5942857
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
15	5	4	YES	0.0001440
15	5	5	YES	0.0001239
15	5	4	YES	0.0002982
15	5	4	YES	0.0001656
15	5	5	YES	0.0002647
15	5	4	YES	0.0001346
15	5	4	YES	0.0001546
15	5	4	YES	0.0000575
15	5	4	YES	0.0000986
15	5	4	YES	0.0000627
15	5	4	YES	0.0000752
15	5	4	YES	0.0001025
15	5	4	YES	0.0001886
15	5	4	YES	0.0001151
15	5	4	YES	0.0002295
15	5	4	YES	0.0001691
15	5	5	YES	0.0002745
15	5	4	YES	0.0001548
15	5	4	YES	0.0001200
15	5	4	YES	0.0002271
15	5	4	YES	0.0001316
15	5	4	YES	0.0001074
15	5	4	YES	0.0000259
15	5	4	YES	0.0001133
15	5	5	YES	0.0003010
15	5	4	YES	0.0000957
15	5	4	YES	0.0000731
15	5	5	YES	0.0002090
15	5	4	YES	0.0000458
15	5	5	YES	0.0003023
15	5	4	YES	0.0001073
15	5	4	YES	0.0000547
15	5	4	YES	0.0000966
15	5	4	YES	0.0001737
15	5	4	YES	0.0001624
15	5	4	YES	0.0001457
15	5	4	YES	0.0001056
15	5	4	YES	0.0001074
15	5	4	YES	0.0000699
15	5	4	YES	0.0002302
15	5	4	YES	0.0000582
15	5	4	YES	0.0001768
15	5	4	YES	0.0001755
15	5	4	YES	0.0001022
15	5	4	YES	0.0000839
15	5	4	YES	0.0001278
15	5	5	YES	0.0003684
15	5	5	YES	0.0001967
15	5	4	YES	0.0001747
15	5	4	YES	0.0001468
15	5	4	YES	0.0000686
15	5	5	YES	0.0001616
15	5	4	YES	0.0000303
15	5	4	YES	0.0000888
15	5	0	NO	1.6639997
15	5	0	NO	2.0831097
15	5	0	NO	2.0862841
15	5	5	YES	0.0002102
15	5	0	NO	2.1297071
15	5	4	YES	0.0000910
15	5	0	NO	2.2011205
15	5	4	YES	0.0000443
15	5	4	YES	0.0001169
15	5	4	YES	0.0000662
15	5	4	YES	0.0001218
15	5	0	NO	2.2103927
15	5	0	NO	2.3313871
15	5	4	YES	0.0000296
15	5	0	NO	2.4188868
15	5	4	YES	0.0000999
15	5	4	YES	0.0000774
15	5	4	YES	0.0001269
15	5	4	YES	0.0000604
15	5	0	NO	2.6756984
15	5	4	YES	0.0000515
15	5	4	YES	0.0001104
15	5	4	YES	0.0001250
15	5	0	NO	1.9101511
15	5	4	YES	0.0001022
15	5	0	NO	1.8862491
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
15	6	4	YES	0.0012267
15	6	4	YES	0.0001558
15	6	4	YES	0.0001734
15	6	4	YES	0.0001692
15	6	4	YES	0.0001339
15	6	4	YES	0.0000890
15	6	4	YES	0.0001322
15	6	4	YES	0.0003443
15	6	4	YES	0.0000983
15	6	4	YES	0.0000791
15	6	4	YES	0.0001633
15	6	4	YES	0.0001176
15	6	4	YES	0.0001558
15	6	4	YES	0.0001823
15	6	4	YES	0.0001116
15	6	4	YES	0.0000980
15	6	4	YES	0.0001181
15	6	4	YES	0.0000777
15	6	5	YES	0.0004219
15	6	4	YES	0.0002658
15	6	4	YES	0.0000848
15	6	5	YES	0.0003189
15	6	4	YES	0.0001570
15	6	4	YES	0.0000895
15	6	4	YES	0.0000610
15	6	4	YES	0.0000578
15	6	5	YES	0.0002398
15	6	4	YES	0.0000659
15	6	4	YES	0.0001313
15	6	4	YES	0.0000493
15	6	5	YES	0.0003438
15	6	4	YES	0.0001138
15	6	4	YES	0.0001975
15	6	5	YES	0.0003155
15	6	4	YES	0.0000413
15	6	4	YES	0.0000422
15	6	4	YES	0.0001560
15	6	5	YES	0.0003265
15	6	4	YES	0.0001740
15	6	4	YES	0.0001220
15	6	5	YES	0.0002067
15	6	0	NO	4.9842173
15	6	4	YES	0.0001071
15	6	0	NO	5.3427640
15	6	0	NO	5.3947635
15	6	4	YES	0.0000467
15	6	0	NO	5.5647819
15	6	5	YES	0.0002266
15	6	4	YES	0.0002001
15	6	0	NO	5.9508664
15	6	0	NO	6.0568137
15	6	4	YES	0.0000933
15	6	0	NO	6.2852880
15	6	0	NO	6.4564880
15	6	5	YES	0.0001544
15	6	4	YES	0.0000595
15	6	4	YES	0.0000627
15	6	5	YES	0.0001730
15	6	0	NO	6.5919837
15	6	5	YES	0.0002364
15	6	0	NO	6.8001656
15	6	0	NO	7.2056039
15	6	0	NO	7.3442633
15	6	0	NO	7.4595513
15	6	0	NO	4.0988795
15	6	4	YES	0.0000507
15	6	0	NO	4.7166091
15	6	5	YES	0.0002488
15	6	0	NO	4.5329817
15	6	4	YES	0.0000887
15	6	4	YES	0.0000586
15	6	0	NO	3.8071747
15	6	4	YES	0.0000288
15	6	4	YES	0.0001260
15	6	0	NO	4.2731611
15	6	5	YES	0.0002554
15	6	4	YES	0.0000249
15	6	0	NO	4.9920257
15	6	0	NO	4.6684996
15	6	5	YES	0.0001880
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
15	7	5	YES	0.0006475
15	7	4	YES	0.0000430
15	7	4	YES	0.0001512
15	7	4	YES	0.0000990
15	7	4	YES	0.0001544
15	7	4	YES	0.0000746
15	7	4	YES	0.0000865
15	7	5	YES	0.0002779
15	7	5	YES	0.0002476
15	7	4	YES	0.0000542
15	7	4	YES	0.0000711
15	7	4	YES	0.0000277
15	7	4	YES	0.0000794
15	7	4	YES	0.0001321
15	7	4	YES	0.0002335
15	7	4	YES	0.0001514
15	7	4	YES	0.0000636
15	7	5	YES	0.0004583
15	7	5	YES	0.0002933
15	7	4	YES	0.0000964
15	7	4	YES	0.0000670
15	7	4	YES	0.0001587
15	7	4	YES	0.0000836
15	7	4	YES	0.0000708
15	7	5	YES	0.0003636
15	7	5	YES	0.0002297
15	7	4	YES	0.0001517
15	7	0	NO	9.7191774
15	7	4	YES	0.0001758
15	7	5	YES	0.0002986
15	7	0	NO	10.9228625
15	7	0	NO	12.1483953
15	7	4	YES	0.0000969
15	7	4	YES	0.0000670
15	7	4	YES	0.0000672
15	7	4	YES	0.0001122
15	7	0	NO	12.3132128
15	7	0	NO	12.8705543
15	7	4	YES	0.0000659
15	7	4	YES	0.0000976
15	7	4	YES	0.0001491
15	7	4	YES	0.0000515
15	7	0	NO	13.1028772
15	7	5	YES	0.0001545
15	7	0	NO	13.2603793
15	7	0	NO	14.2485528
15	7	0	NO	14.4967690
15	7	4	YES	0.0001342
15	7	4	YES	0.0002048
15	7	0	NO	14.8504994
15	7	4	YES	0.0000670
15	7	4	YES	0.0000970
15	7	0	NO	15.2204461
15	7	4	YES	0.0000940
15	7	4	YES	0.0000574
15	7	4	YES	0.0000780
15	7	0	NO	15.3440888
15	7	0	NO	17.0916098
15	7	5	YES	0.0001896
15	7	0	NO	20.8500730
15	7	5	YES	0.0002214
15	7	0	NO	8.8904065
15	7	4	YES	0.0000875
15	7	0	NO	9.7359606
15	7	4	YES	0.0000963
15	7	4	YES	0.0000870
15	7	4	YES	0.0000894
15	7	0	NO	9.3431691
15	7	4	YES	0.0001478
15	7	0	NO	9.5858953
15	7	4	YES	0.0001671
15	7	4	YES	0.0001781
15	7	0	NO	9.4417952
15	7	4	YES	0.0000912
15	7	4	YES	0.0001404
15	7	0	NO	8.9241649
15	7	4	YES	0.0002302
15	7	0	NO	9.0777261
15	7	5	YES	0.0002339
15	7	0	NO	8.4813289
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
15	8	4	YES	0.0012306
15	8	4	YES	0.0000552
15	8	4	YES	0.0001007
15	8	4	YES	0.0000782
15	8	4	YES	0.0000804
15	8	4	YES	0.0001929
15	8	4	YES	0.0001411
15	8	4	YES	0.0000680
15	8	5	YES	0.0002148
15	8	4	YES	0.0002280
15	8	4	YES	0.0000862
15	8	4	YES	0.0000874
15	8	5	YES	0.0003090
15	8	4	YES	0.0001247
15	8	4	YES	0.0000751
15	8	4	YES	0.0001645
15	8	4	YES	0.0001824
15	8	4	YES	0.0001870
15	8	4	YES	0.0000989
15	8	5	YES	0.0003544
15	8	4	YES	0.0001460
15	8	4	YES	0.0001598
15	8	4	YES	0.0001560
15	8	4	YES	0.0001869
15	8	4	YES	0.0001831
15	8	4	YES	0.0001982
15	8	4	YES	0.0001125
15	8	5	YES	0.0002103
15	8	5	YES	0.0002477
15	8	4	YES	0.0002445
15	8	5	YES	0.0000993
15	8	4	YES	0.0000451
15	8	4	YES	0.0001935
15	8	4	YES	0.0001785
15	8	4	YES	0.0001660
15	8	4	YES	0.0000776
15	8	5	YES	0.0004109
15	8	4	YES	0.0001647
15	8	4	YES	0.0000490
15	8	0	NO	16.4766696
15	8	5	YES	0.0003095
15	8	4	YES	0.0000549
15	8	4	YES	0.0001278
15	8	4	YES	0.0002357
15	8	0	NO	18.0305211
15	8	4	YES	0.0000847
15	8	4	YES	0.0001624
15	8	5	YES	0.0002545
15	8	0	NO	18.3680085
15	8	4	YES	0.0001526
15	8	4	YES	0.0000427
15	8	0	NO	18.3766005
15	8	0	NO	18.8841337
15	8	4	YES	0.0000810
15	8	4	YES	0.0001115
15	8	0	NO	20.7571960
15	8	5	YES	0.0001915
15	8	5	YES	0.0002340
15	8	4	YES	0.0000422
15	8	0	NO	22.2943966
15	8	4	YES	0.0000394
15	8	0	NO	23.0785350
15	8	4	YES	0.0001293
15	8	0	NO	23.7018006
15	8	4	YES	0.0000527
15	8	4	YES	0.0000874
15	8	0	NO	24.5195606
15	8	5	YES	0.0003353
15	8	4	YES	0.0001857
15	8	4	YES	0.0001293
15	8	0	NO	18.4981007
15	8	4	YES	0.0000683
15	8	0	NO	18.8808517
15	8	0	NO	18.3823079
15	8	0	NO	16.2986483
15	8	4	YES	0.0000551
15	8	0	NO	16.9266949
15	8	4	YES	0.0001150
15	8	0	NO	18.6328104
15	8	5	YES	0.0001733
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
15	9	5	YES	0.0014306
15	9	4	YES	0.0000988
15	9	4	YES	0.0001540
15	9	4	YES	0.0000446
15	9	4	YES	0.0000907
15	9	4	YES	0.0001140
15	9	4	YES	0.0001434
15	9	4	YES	0.0000580
15	9	4	YES	0.0001298
15	9	5	YES	0.0002583
15	9	4	YES	0.0000482
15	9	4	YES	0.0000560
15	9	4	YES	0.0001168
15	9	5	YES	0.0002311
15	9	4	YES	0.0000572
15	9	4	YES	0.0001568
15	9	5	YES	0.0002419
15	9	4	YES	0.0000618
15	9	4	YES	0.0000554
15	9	5	YES	0.0002158
15	9	4	YES	0.0001987
15	9	4	YES	0.0002598
15	9	4	YES	0.0002777
15	9	4	YES	0.0001524
15	9	4	YES	0.0001040
15	9	4	YES	0.0000530
15	9	4	YES	0.0001398
15	9	4	YES	0.0001422
15	9	4	YES	0.0003278
15	9	4	YES	0.0001485
15	9	4	YES	0.0002028
15	9	4	YES	0.0001539
15	9	4	YES	0.0001027
15	9	5	YES	0.0002907
15	9	4	YES	0.0002404
15	9	4	YES	0.0000804
15	9	4	YES	0.0002573
15	9	4	YES	0.0002458
15	9	5	YES	0.0002724
15	9	5	YES	0.0003184
15	9	4	YES	0.0002009
15	9	4	YES	0.0001878
15	9	4	YES	0.0001494
15	9	5	YES	0.0001999
15	9	4	YES	0.0001311
15	9	4	YES	0.0001252
15	9	5	YES	0.0004971
15	9	4	YES	0.0000499
15	9	4	YES	0.0001316
15	9	4	YES	0.0000972
15	9	4	YES	0.0001678
15	9	4	YES	0.0001247
15	9	5	YES	0.0003952
15	9	4	YES	0.0000771
15	9	4	YES	0.0002079
15	9	4	YES	0.0001799
15	9	5	YES	0.0002924
15	9	4	YES	0.0002599
15	9	4	YES	0.0002169
15	9	0	NO	39.1892688
15	9	0	NO	39.8724170
15	9	4	YES	0.0001475
15	9	4	YES	0.0000441
15	9	4	YES	0.0002347
15	9	4	YES	0.0001147
15	9	0	NO	39.9152443
15	9	0	NO	40.9775511
15	9	4	YES	0.0000951
15	9	0	NO	40.9892209
15	9	0	NO	41.9579518
15	9	4	YES	0.0002006
15	9	0	NO	42.4962425
15	9	4	YES	0.0000385
15	9	4	YES	0.0000809
15	9	4	YES	0.0000696
15	9	0	NO	42.8334928
15	9	4	YES	0.0001532
15	9	0	NO	32.2629591
15	9	4	YES	0.0001173
15	9	0	NO	35.6632357
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
16	1	5	YES	0.0007240
16	1	4	YES	0.0001267
16	1	4	YES	0.0002228
16	1	4	YES	0.0001389
16	1	4	YES	0.0001512
16	1	4	YES	0.0001051
16	1	4	YES	0.0001586
16	1	4	YES	0.0001423
16	1	4	YES	0.0000662
16	1	4	YES	0.0001689
16	1	4	YES	0.0000395
16	1	4	YES	0.0000295
16	1	4	YES	0.0001957
16	1	4	YES	0.0002424
16	1	4	YES	0.0000783
16	1	4	YES	0.0000645
16	1	4	YES	0.0001529
16	1	4	YES	0.0001586
16	1	4	YES	0.0002144
16	1	4	YES	0.0001011
16	1	4	YES	0.0002492
16	1	4	YES	0.0001926
16	1	4	YES	0.0001752
16	1	4	YES	0.0002468
16	1	4	YES	0.0000642
16	1	4	YES	0.0000834
16	1	4	YES	0.0002543
16	1	4	YES	0.0000145
16	1	4	YES	0.0000917
16	1	4	YES	0.0001729
